time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
18:27:49:6740,-4.4031,19.3134,14.6442,24.634
18:27:49:6810,-6.7243,17.8268,14.2865,23.814
18:27:49:6909,-8.9152,16.5200,14.0554,23.451
18:27:49:7030,-9.3301,16.0322,13.6619,23.038
18:27:49:7120,-7.4777,16.6666,13.5474,22.743
18:27:49:7220,-5.2820,17.3251,13.0816,22.342
18:27:49:7360,-2.8122,17.5644,12.5982,21.798
18:27:49:7410,-0.9794,17.2211,12.0945,21.067
18:27:49:7520,0.9228,16.0929,11.5582,19.835
18:27:49:7620,1.3012,15.2496,10.8500,18.761
18:27:49:7730,0.9550,13.9296,9.6329,16.963
18:27:49:7810,0.8387,13.7151,8.3879,16.099
18:27:49:7940,2.0200,14.9256,7.9657,17.038
18:27:49:8020,1.4852,15.9140,7.4700,17.643
18:27:49:8120,-0.0058,16.5665,6.5793,17.825
18:27:49:8230,-0.7191,17.0532,7.7387,18.741
18:27:49:8330,1.6480,17.4262,10.9383,20.641
18:27:49:8500,5.5134,17.0983,13.4535,22.444
18:27:49:8530,12.7998,17.4249,16.0031,26.899
18:27:49:8620,16.5588,17.0383,15.3173,28.269
18:27:49:8710,16.7592,15.5490,10.6499,25.220
18:27:49:8820,13.8673,13.5179,6.2848,20.360
18:27:49:8920,11.0106,11.6214,3.2761,16.341
18:27:49:9010,8.6459,10.4653,1.8662,13.702
18:27:49:9130,5.7986,9.2197,1.4952,10.994
18:27:49:9210,3.4530,8.2600,1.5269,9.082
18:27:49:9320,1.7576,7.4260,2.3859,7.995
18:27:49:9510,1.4136,7.0014,3.3196,7.876
18:27:49:9530,1.2849,6.2785,3.9243,7.515
18:27:49:9610,0.6762,5.3206,3.6158,6.468
18:27:49:9730,-0.7866,3.7540,2.1404,4.392
18:27:49:9810,-2.3923,2.3603,0.2816,3.372
18:27:49:9920,-4.1672,1.1319,-1.3798,4.533
18:27:50:0010,-6.1943,-0.0735,-2.7740,6.788
18:27:50:0130,-7.8215,-1.1802,-3.4762,8.640
18:27:50:0210,-8.8968,-2.2425,-3.5362,9.833
18:27:50:0340,-9.3680,-3.1119,-3.3938,10.438
18:27:50:0500,-9.3015,-3.5495,-3.4570,10.539
18:27:50:0520,-9.3565,-3.7084,-3.7691,10.747
18:27:50:0690,-9.6958,-3.7446,-4.1745,11.201
18:27:50:0730,-10.4764,-3.9778,-4.2111,11.971
18:27:50:0810,-11.0990,-4.4985,-3.8229,12.571
18:27:50:0930,-11.2535,-5.2343,-2.8983,12.745
18:27:50:1010,-10.9051,-6.0554,-1.5005,12.563
18:27:50:1120,-9.9943,-6.2311,0.4613,11.787
18:27:50:1220,-7.7999,-5.6231,2.6598,9.977
18:27:50:1320,-4.4043,-4.6474,4.6859,7.934
18:27:50:1530,-1.8621,-3.1860,5.4256,6.562
18:27:50:1540,0.7797,-1.1756,5.0574,5.250
18:27:50:1610,1.4722,-0.5971,3.0521,3.441
18:27:50:1719,0.6960,-0.7793,-1.5955,1.907
18:27:50:1820,-1.4517,-0.5956,-4.2168,4.499
18:27:50:1920,0.7534,1.3405,-3.6259,3.939
18:27:50:2010,11.3054,4.3913,4.2017,12.835
18:27:50:2140,24.3267,10.5039,16.3344,31.128
18:27:50:2210,31.8937,15.4998,22.8849,42.204
18:27:50:2330,34.3206,20.5755,21.8171,45.577
18:27:50:2420,29.4982,22.5052,14.8028,39.947
18:27:50:2520,22.9887,23.5829,6.3742,33.545
18:27:50:2610,19.9968,24.2405,2.2058,31.501
18:27:50:2740,18.7070,24.9973,0.8161,31.233
18:27:50:2810,17.8219,25.0805,1.7161,30.816
18:27:50:2920,14.8533,24.2766,2.7446,28.592
18:27:50:3020,11.5945,22.8638,3.3443,25.853
18:27:50:3120,8.1700,21.1674,4.2210,23.079
18:27:50:3220,4.5201,19.6249,5.5446,20.888
18:27:50:3330,1.3342,18.3050,6.2710,19.395
18:27:50:3520,-0.4911,17.5598,6.3202,18.669
18:27:50:3530,-2.3334,16.8743,6.4120,18.202
18:27:50:3610,-3.2738,16.5640,6.9287,18.251
18:27:50:3720,-4.5996,16.5062,7.3557,18.647
18:27:50:3810,-5.7561,16.4944,7.6897,19.087
18:27:50:3940,-6.8945,16.6326,8.8479,20.062
18:27:50:4030,-7.4929,16.8036,9.5320,20.721
18:27:50:4120,-8.4364,16.8659,9.7431,21.226
18:27:50:4220,-9.1539,16.7251,9.5079,21.306
18:27:50:4320,-9.4078,16.3986,9.4297,21.127
18:27:50:4480,-9.5731,16.1270,9.5660,21.053
18:27:50:4530,-9.5137,15.2849,9.5610,20.385
18:27:50:4600,-9.2107,14.3461,10.0141,19.772
18:27:50:4730,-7.6036,13.9204,11.1321,19.378
18:27:50:4810,-6.0921,14.1219,11.6436,19.290
18:27:50:4920,-3.1540,14.8191,11.9193,19.278
18:27:50:5010,-0.0656,15.4177,11.5165,19.244
18:27:50:5120,3.0601,15.9580,11.3609,19.827
18:27:50:5210,4.8879,16.4530,11.2881,20.543
18:27:50:5340,5.5185,17.4034,10.7550,21.190
18:27:50:5520,4.7492,18.9652,9.6651,21.809
18:27:50:5530,3.2494,20.3477,8.0650,22.128
18:27:50:5610,2.5684,20.4926,7.4915,21.970
18:27:50:5729,4.4640,21.0712,9.4311,23.513
18:27:50:5810,7.6782,21.7854,11.9667,26.015
18:27:50:5920,12.4336,21.6209,15.3240,29.273
18:27:50:6030,14.2204,20.1497,16.4636,29.653
18:27:50:6120,12.9739,17.9369,14.0725,26.231
18:27:50:6220,10.4217,15.6029,9.7152,21.129
18:27:50:6330,8.7890,13.6405,6.1669,17.359
18:27:50:6500,7.8851,12.6286,3.8090,15.368
18:27:50:6510,7.0068,11.1922,2.3591,13.414
18:27:50:6620,5.3461,9.7707,2.1517,11.344
18:27:50:6720,2.5141,7.6576,3.0980,8.635
18:27:50:6810,0.5636,5.9911,4.3153,7.405
18:27:50:7010,-1.3352,3.6795,5.7446,6.951
18:27:50:7020,-2.5522,1.6682,6.7499,7.407
18:27:50:7120,-3.6214,-0.0955,7.0452,7.922
18:27:50:7220,-4.5857,-1.5689,6.8370,8.381
18:27:50:7320,-5.6049,-2.8083,6.4012,8.960
18:27:50:7500,-6.5750,-3.9816,5.7022,9.571
18:27:50:7520,-6.9481,-5.1033,4.9305,9.931
18:27:50:7610,-6.8817,-5.4175,4.6811,9.931
18:27:50:7720,-6.4427,-5.5088,4.2245,9.471
18:27:50:7840,-6.3641,-5.7385,3.7058,9.336
18:27:50:7920,-6.9507,-5.9959,2.3209,9.468
18:27:50:8020,-7.8285,-5.9178,0.5344,9.828
18:27:50:8159,-9.1595,-5.7584,-1.2330,10.889
18:27:50:8210,-10.3553,-5.7400,-2.2993,12.061
18:27:50:8350,-11.5332,-5.8027,-2.9056,13.234
18:27:50:8420,-11.9390,-5.9594,-2.7700,13.628
18:27:50:8540,-10.4249,-6.3207,-1.1939,12.250
18:27:50:8610,-9.0057,-6.2284,0.9952,10.995
18:27:50:8730,-6.9365,-5.4557,3.4121,9.462
18:27:50:8810,-4.5640,-4.0617,4.8286,7.787
18:27:50:8990,-0.9503,-1.9728,5.0786,5.531
18:27:50:9020,2.7933,0.5347,2.8170,4.003
18:27:50:9130,4.4829,3.7959,-1.4124,6.042
18:27:50:9210,1.8217,4.7905,-7.1156,8.769
18:27:50:9420,-0.9618,5.4638,-9.9404,11.384
18:27:50:9430,0.9509,7.0697,-6.2411,9.478
18:27:50:9520,11.7640,9.5940,3.5081,15.580
18:27:50:9620,23.1170,13.9686,12.7370,29.862
18:27:50:9710,32.7725,20.6186,20.4740,43.799
18:27:50:9850,33.1212,24.0938,18.2665,44.846
18:27:50:9930,25.4595,25.5373,8.3651,37.018
18:27:51:0010,18.7865,24.7650,2.5013,31.185
18:27:51:0120,13.1621,23.4587,-0.8764,26.913
18:27:51:0230,11.4728,22.8416,0.4271,25.565
18:27:51:0320,11.0543,22.2896,3.4884,25.124
18:27:51:0410,9.7380,21.3664,5.5274,24.123
18:27:51:0540,7.7584,20.3207,6.5769,22.724
18:27:51:0610,5.9898,19.6498,6.4819,21.541
18:27:51:0720,2.5109,18.3672,5.8405,19.436
18:27:51:0830,-0.0607,17.0416,6.0126,18.071
18:27:51:0930,-1.9802,15.5348,6.7035,17.035
18:27:51:1010,-2.7844,14.9103,7.0005,16.706
18:27:51:1130,-3.4477,14.4245,6.9570,16.381
18:27:51:1210,-3.3186,14.5177,6.8685,16.400
18:27:51:1330,-3.1224,15.2124,6.6817,16.906
18:27:51:1510,-3.0609,15.6392,6.9427,17.383
18:27:51:1530,-3.2534,15.8669,7.8783,18.011
18:27:51:1610,-4.6418,15.4121,8.6725,18.284
18:27:51:1729,-7.3676,14.5177,9.9489,19.079
18:27:51:1810,-9.3826,13.7351,11.0064,19.946
18:27:51:1920,-10.9566,13.3245,12.9634,21.579
18:27:51:2020,-11.3700,13.1596,14.7270,22.789
18:27:51:2120,-10.4382,13.3477,16.5933,23.716
18:27:51:2220,-8.5907,14.1486,17.5327,24.112
18:27:51:2330,-5.3293,15.5339,16.5761,23.334
18:27:51:2410,-2.3959,16.5770,15.0816,22.539
18:27:51:2590,1.2360,17.5581,13.2129,22.009
18:27:51:2620,3.8965,18.3123,10.8878,21.658
18:27:51:2720,4.2251,18.4855,8.5093,20.784
18:27:51:2810,2.2860,18.8110,8.0214,20.577
18:27:51:2960,-0.8811,18.7930,7.8047,20.368
18:27:51:3010,-2.5127,19.7261,8.4325,21.600
18:27:51:3120,0.4141,22.2491,12.3487,25.450
18:27:51:3230,5.7541,23.8192,15.4475,28.967
18:27:51:3320,12.4791,24.7061,17.8179,32.918
18:27:51:3420,17.5466,24.5074,18.3300,35.277
18:27:51:3570,19.2616,22.8459,14.9315,33.405
18:27:51:3620,17.9277,20.9781,10.8660,29.657
18:27:51:3730,15.4835,18.6077,6.6657,25.108
18:27:51:3820,13.8578,17.1592,4.3308,22.477
18:27:51:3920,11.4118,15.1849,2.5740,19.169
18:27:51:4010,9.1651,13.2055,2.7612,16.310
18:27:51:4120,6.3176,10.6283,3.6013,12.878
18:27:51:4210,4.3090,8.5486,4.7829,10.701
18:27:51:4330,2.7570,6.4528,6.4164,9.508
18:27:51:4420,1.1748,4.1679,7.6677,8.806
18:27:51:4520,-0.4004,1.8827,8.1697,8.393
18:27:51:4740,-2.0876,-0.3203,7.8793,8.157
18:27:51:4750,-3.8281,-2.2582,6.7672,8.096
18:27:51:4800,-4.9335,-3.3250,5.5658,8.147
18:27:51:4950,-6.1863,-4.6156,3.9585,8.674
18:27:51:5020,-7.1386,-5.5527,2.7131,9.442
18:27:51:5120,-8.0574,-6.2812,1.6812,10.354
18:27:51:5210,-8.2899,-6.6591,1.0513,10.685
18:27:51:5320,-8.4162,-6.9668,0.4623,10.935
18:27:51:5410,-8.7402,-7.0599,0.2114,11.237
18:27:51:5540,-9.2771,-7.2913,0.0472,11.800
18:27:51:5610,-10.1813,-7.7316,-0.1014,12.785
18:27:51:5719,-11.1674,-8.2745,-0.1592,13.900
18:27:51:5810,-10.8993,-8.4610,0.3277,13.802
18:27:51:5960,-10.4886,-8.7638,1.8672,13.795
18:27:51:6010,-9.9060,-9.0925,3.1895,13.819
18:27:51:6110,-7.8083,-8.5033,5.1369,12.636
18:27:51:6220,-5.3286,-7.1676,6.2438,10.897
18:27:51:6320,-2.8410,-5.6363,5.8287,8.591
18:27:51:6410,-0.4643,-4.3521,4.1112,6.005
18:27:51:6550,0.6622,-2.7725,0.6174,2.917
18:27:51:6780,-0.5164,-1.7159,-3.6021,4.023
18:27:51:6790,-3.5982,-0.8265,-8.7663,9.512
18:27:51:6810,-2.7842,0.3438,-7.8289,8.316
18:27:51:6919,6.3013,2.4790,1.2763,6.891
18:27:51:7020,15.4972,5.7860,10.6516,19.675
18:27:51:7150,25.6391,10.9337,21.3943,35.137
18:27:51:7210,29.8217,14.7033,25.0910,41.654
18:27:51:7370,28.2651,19.0343,20.1009,39.563
18:27:51:7410,23.0957,20.6601,10.2772,32.648
18:27:51:7520,18.9798,21.6973,1.8627,28.887
18:27:51:7640,16.5401,22.3380,-2.6383,27.920
18:27:51:7720,16.0644,22.3623,-2.2160,27.623
18:27:51:7810,16.5059,22.0458,0.0091,27.540
18:27:51:7910,15.9671,21.6215,3.6628,27.127
18:27:51:8010,14.2063,21.1473,6.1936,26.218
18:27:51:8129,10.8948,20.2354,7.5112,24.178
18:27:51:8220,8.3296,19.4886,8.0428,22.669
18:27:51:8340,4.8964,18.2484,8.4625,20.702
18:27:51:8410,2.7984,17.1744,8.8127,19.505
18:27:51:8530,0.8329,16.1326,9.5782,18.780
18:27:51:8620,-0.5198,15.7206,10.2701,18.785
18:27:51:8720,-1.4626,15.6926,10.9304,19.180
18:27:51:8810,-1.8962,15.8169,11.7845,19.815
18:27:51:8930,-2.5273,16.4365,12.6042,20.867
18:27:51:9010,-3.0790,16.9403,13.1145,21.644
18:27:51:9140,-3.6805,17.7481,13.5050,22.604
18:27:51:9220,-4.9711,18.0813,13.5914,23.160
18:27:51:9330,-7.6757,17.9874,13.5020,23.765
18:27:51:9410,-9.3933,17.7114,14.0421,24.477
18:27:51:9560,-8.9590,17.7000,15.8034,25.363
18:27:51:9610,-7.5458,17.8072,16.8357,25.641
18:27:51:9720,-4.4326,18.3099,16.9709,25.356
18:27:51:9810,-1.0787,18.9462,16.1176,24.898
18:27:51:9930,2.7498,19.3988,13.7327,23.926
18:27:52:0010,4.9098,19.4034,11.1805,22.926
18:27:52:0140,6.6730,19.1824,9.0858,22.250
18:27:52:0210,6.3631,18.6999,9.0128,21.712
18:27:52:0320,3.7476,18.1247,9.4949,20.802
18:27:52:0410,1.8836,17.7253,9.4915,20.195
18:27:52:0540,1.8493,17.9867,10.0677,20.695
18:27:52:0620,3.7477,19.3781,11.5011,22.844
18:27:52:0730,7.6740,19.8087,13.3161,25.072
18:27:52:0810,11.4155,19.1471,14.5533,26.622
18:27:52:0920,14.8736,17.8243,14.7260,27.492
18:27:52:1019,15.8084,16.5033,13.6642,26.627
18:27:52:1140,14.9705,14.3499,11.1405,23.540
18:27:52:1210,13.6280,12.7732,8.5970,20.562
18:27:52:1320,12.3436,11.3289,6.4775,17.963
18:27:52:1419,10.2235,9.9912,4.3939,14.955
18:27:52:1530,7.7501,8.7086,3.2103,12.092
18:27:52:1610,5.4495,7.3149,3.1315,9.644
18:27:52:1739,3.3495,5.8172,4.0247,7.827
18:27:52:1940,1.9142,4.1657,5.3777,7.067
18:27:52:1950,0.4983,2.1459,6.4138,6.782
18:27:52:2010,-0.6595,0.5482,6.5189,6.575
18:27:52:2120,-2.5033,-1.4599,6.2250,6.866
18:27:52:2220,-4.1262,-2.7816,5.6036,7.494
18:27:52:2320,-5.8978,-4.3045,4.2508,8.449
18:27:52:2420,-6.9373,-5.6312,2.9838,9.420
18:27:52:2590,-8.0178,-6.6912,2.0127,10.635
18:27:52:2750,-8.7428,-7.4179,1.2723,11.536
18:27:52:2760,-9.4874,-7.7442,0.6494,12.264
18:27:52:2980,-10.5479,-8.0452,-0.0011,13.266
18:27:52:2990,-11.8008,-8.3270,-0.4390,14.450
18:27:52:3010,-13.0187,-8.2507,-0.5644,15.423
18:27:52:3130,-14.3310,-8.3133,-0.9904,16.597
18:27:52:3210,-14.6252,-8.4397,-1.2345,16.931
18:27:52:3340,-13.4609,-8.6416,-0.3022,15.999
18:27:52:3410,-11.2461,-8.2133,1.2334,13.981
18:27:52:3520,-8.3645,-7.4475,3.4790,11.727
18:27:52:3630,-5.6980,-6.8179,4.8308,10.114
18:27:52:3720,-2.7640,-5.2725,5.9064,8.386
18:27:52:3850,-1.4184,-3.5833,6.0852,7.203
18:27:52:3920,-0.4852,-1.4361,4.4307,4.683
18:27:52:4079,-0.7361,-0.2336,0.9870,1.253
18:27:52:4130,-1.6098,2.2869,-4.8000,5.555
18:27:52:4220,0.1203,5.1820,-7.5134,9.128
18:27:52:4330,7.3300,7.8456,-4.7931,11.758
18:27:52:4410,18.1126,10.6771,3.2362,21.273
18:27:52:4570,26.6722,14.3483,12.8705,32.908
18:27:52:4740,31.6404,17.6064,20.8026,41.759
18:27:52:4740,32.9106,20.4507,22.4129,44.762
18:27:52:4810,29.3882,22.6038,15.9785,40.372
18:27:52:4930,21.4163,23.0562,5.3147,31.914
18:27:52:5010,16.3702,22.9538,-1.6123,28.239
18:27:52:5120,13.9969,23.0382,-6.1291,27.645
18:27:52:5210,13.6916,23.1610,-5.7191,27.506
18:27:52:5330,12.5862,22.2459,-1.7888,25.622
18:27:52:5410,10.3245,20.7367,1.0267,23.188
18:27:52:5540,6.5243,18.5360,4.5494,20.170
18:27:52:5620,4.1242,17.2232,6.6658,18.923
18:27:52:5719,2.2506,16.3513,8.2346,18.446
18:27:52:5820,-0.0272,15.3569,8.5456,17.575
18:27:52:5920,-2.3245,14.3481,8.4942,16.835
18:27:52:6010,-3.8906,13.9359,8.3746,16.718
18:27:52:6140,-3.9997,14.3776,8.2045,17.030
18:27:52:6210,-4.0415,15.3653,8.0950,17.831
18:27:52:6330,-4.5252,16.1883,7.8252,18.541
18:27:52:6410,-5.0982,16.3865,7.8309,18.864
18:27:52:6560,-5.7054,16.3580,9.0779,19.559
18:27:52:6610,-6.5339,16.2147,10.7574,20.526
18:27:52:6720,-7.0241,16.0771,12.8473,21.745
18:27:52:6820,-6.7084,15.9812,14.6652,22.704
18:27:52:6909,-6.0273,16.0639,15.5511,23.156
18:27:52:7010,-4.6796,16.5048,15.7212,23.269
18:27:52:7120,-2.9281,17.4626,15.0994,23.270
18:27:52:7210,-1.4229,18.1800,13.5115,22.696
18:27:52:7330,0.7403,18.6183,10.9567,21.616
18:27:52:7410,2.9175,19.1432,9.7711,21.690
18:27:52:7540,5.5275,20.1370,8.9249,22.709
18:27:52:7630,7.5216,21.4484,8.4487,24.248
18:27:52:7720,9.2977,23.5184,8.7533,26.762
18:27:52:7810,9.8550,24.8175,9.4316,28.319
18:27:52:7940,11.0366,26.5377,11.4223,30.928
18:27:52:8010,13.1015,27.2712,13.4795,33.122
18:27:52:8120,16.8952,26.4161,15.5101,34.983
18:27:52:8210,18.5985,24.3797,16.2749,34.715
18:27:52:8330,19.2903,21.3237,14.6135,32.255
18:27:52:8410,17.9647,18.5427,11.7146,28.351
18:27:52:8570,15.2675,14.9716,8.1845,22.896
18:27:52:8610,12.5332,12.4759,5.6552,18.566
18:27:52:8720,9.9621,10.5901,4.1478,15.119
18:27:52:8810,7.2228,8.9483,3.6547,12.066
18:27:52:8920,4.5819,7.5550,3.7859,9.613
18:27:52:9050,2.6806,6.4942,4.5500,8.370
18:27:52:9180,1.4931,4.9366,6.0886,7.979
18:27:52:9350,0.5855,3.2253,7.1120,7.831
18:27:52:9360,-0.8063,0.9791,7.7628,7.866
18:27:52:9430,-2.1229,-0.6631,7.7221,8.036
18:27:52:9540,-4.0101,-2.3584,7.3752,8.720
18:27:52:9610,-5.3845,-3.7356,6.5558,9.270
18:27:52:9760,-6.8766,-5.0156,5.5308,10.151
18:27:52:9890,-7.9884,-6.0672,4.1838,10.869
18:27:52:9920,-8.2956,-6.8869,2.9187,11.170
18:27:53:0080,-8.3229,-7.4088,1.6117,11.259
18:27:53:0120,-8.4453,-7.9135,0.4309,11.582
18:27:53:0220,-8.7719,-8.1539,-0.0610,11.976
18:27:53:0330,-9.4345,-8.4776,-0.2744,12.687
18:27:53:0410,-10.2375,-8.8762,-0.5259,13.560
18:27:53:0520,-11.6298,-9.5059,-0.8548,15.045
18:27:53:0620,-12.6379,-9.8371,-1.0504,16.050
18:27:53:0720,-12.9814,-10.1486,-1.0411,16.510
18:27:53:0810,-12.3305,-10.4028,-0.3709,16.137
18:27:53:0930,-10.7445,-9.9927,1.0847,14.713
18:27:53:1010,-9.0398,-9.2393,2.2287,13.117
18:27:53:1120,-5.4946,-7.7654,3.4263,10.111
18:27:53:1210,-2.4616,-6.1630,4.1745,7.840
18:27:53:1370,-1.1473,-3.5617,2.0983,4.290
18:27:53:1460,-1.9161,-2.1437,-2.1495,3.590
18:27:53:1580,-2.6688,0.5289,-9.0622,9.462
18:27:53:1620,-2.9900,3.3127,-12.2188,13.008
18:27:53:1719,2.8622,5.7777,-7.4719,9.869
18:27:53:1910,13.6838,8.9462,3.6696,16.756
18:27:53:1920,22.5883,12.7015,14.5065,29.698
18:27:53:2150,26.8122,16.1571,21.7745,38.132
18:27:53:2160,24.9334,19.0106,22.3992,38.533
18:27:53:2310,22.0803,19.8414,18.0697,34.752
18:27:53:2320,21.1684,21.7874,10.3284,32.085
18:27:53:2440,22.7705,25.3644,3.9613,34.315
18:27:53:2520,23.7832,28.7747,-1.9770,37.384
18:27:53:2610,20.9773,28.4669,-3.8528,35.570
18:27:53:2720,16.3833,25.5699,-1.4651,30.404
18:27:53:2829,12.1280,22.6617,2.7742,25.852
18:27:53:2920,5.9274,19.0573,6.7454,21.067
18:27:53:3030,-0.1637,15.5555,9.7544,18.362
18:27:53:3120,-5.3253,12.7988,11.9274,18.287
18:27:53:3210,-7.8797,11.4076,12.3060,18.538
18:27:53:3350,-9.1365,10.7571,11.4559,18.178
18:27:53:3410,-8.7410,11.0114,10.7945,17.725
18:27:53:3560,-6.7686,12.0653,9.7879,16.947
18:27:53:3610,-5.1302,13.4192,9.3363,17.134
18:27:53:3720,-4.4742,14.5047,9.6931,18.010
18:27:53:3820,-5.4464,14.7685,11.2393,19.342
18:27:53:3930,-7.5545,15.0051,13.5119,21.559
18:27:53:4020,-9.5985,15.5532,15.1810,23.759
18:27:53:4120,-11.0612,16.2949,16.8112,25.894
18:27:53:4230,-11.2070,17.4035,18.2289,27.582
18:27:53:4360,-9.8793,18.7975,19.0057,28.498
18:27:53:4460,-7.1154,19.7178,18.6764,28.075
18:27:53:4580,-2.6302,21.2864,17.3206,27.569
18:27:53:4610,0.8276,22.7172,15.7696,27.667
18:27:53:4720,5.5472,24.5004,13.3500,28.448
18:27:53:4820,8.6350,25.3332,12.1767,29.404
18:27:53:4930,8.2522,25.5439,11.8366,29.338
18:27:53:5020,6.4689,25.7880,12.8793,29.542
18:27:53:5130,6.8152,26.7979,14.9197,31.419
18:27:53:5210,9.2622,28.0860,16.6638,33.945
18:27:53:5410,13.2456,28.2710,18.7888,36.438
18:27:53:5430,16.2865,26.9186,18.0037,36.249
18:27:53:5560,18.7938,24.3891,16.0626,34.728
18:27:53:5610,19.2366,22.0512,14.2178,32.534
18:27:53:5719,18.1510,18.1896,11.9417,28.336
18:27:53:5820,15.8495,14.5333,10.1888,23.796
18:27:53:5920,12.6871,11.0608,8.7930,18.990
18:27:53:6020,9.4771,8.2179,7.7730,14.757
18:27:53:6110,6.4980,5.4867,7.0947,11.075
18:27:53:6210,4.2910,2.9296,6.8653,8.610
18:27:53:6360,2.6640,0.4988,7.2170,7.709
18:27:53:6410,1.8220,-1.4351,7.9738,8.304
18:27:53:6600,0.7729,-3.7629,8.5438,9.368
18:27:53:6600,-0.2450,-5.4748,8.5917,10.191
18:27:53:6720,-1.8111,-7.2605,8.0810,11.013
18:27:53:6899,-3.3118,-8.6465,6.1905,11.138
18:27:53:6919,-5.2653,-9.5467,3.7533,11.530
18:27:53:7010,-6.9617,-9.9253,1.8240,12.260
18:27:53:7130,-8.4616,-10.1785,0.5641,13.248
18:27:53:7220,-9.6773,-10.6915,-0.3430,14.425
18:27:53:7350,-10.8269,-11.0456,-0.8183,15.489
18:27:53:7410,-11.5834,-11.3729,-0.7828,16.252
18:27:53:7560,-12.0485,-11.9215,-0.2138,16.951
18:27:53:7620,-12.1618,-12.0985,0.6740,17.168
18:27:53:7720,-11.8349,-11.8937,2.4152,16.952
18:27:53:7820,-10.4058,-11.3271,3.5146,15.778
18:27:53:7920,-8.6466,-10.2575,3.8328,13.952
18:27:53:8020,-7.2623,-9.2794,2.9671,12.151
18:27:53:8129,-5.8827,-8.1955,1.6259,10.218
18:27:53:8210,-3.1829,-6.5887,0.7161,7.352
18:27:53:8370,-0.2865,-4.1773,-1.2223,4.362
18:27:53:8430,-0.0260,-2.7528,-3.5782,4.515
18:27:53:8650,-0.6968,-1.4828,-6.7544,6.950
18:27:53:8660,-0.0018,0.4344,-8.7147,8.726
18:27:53:8730,5.6098,4.1156,-7.3843,10.146
18:27:53:8810,13.9076,8.1698,-1.4912,16.198
18:27:53:8920,25.2334,14.0610,8.6097,30.142
18:27:53:9060,32.8210,18.3853,17.8260,41.629
18:27:53:9130,35.0053,22.2370,22.7817,47.317
18:27:53:9210,31.1107,23.8701,18.6464,43.421
18:27:53:9360,23.9741,24.7184,9.2960,35.668
18:27:53:9440,19.1956,24.4036,3.8797,31.290
18:27:53:9560,15.3928,23.6696,2.5729,28.351
18:27:53:9610,13.5534,23.1101,4.9286,27.241
18:27:53:9710,10.5518,21.3533,8.2308,25.200
18:27:53:9810,7.7745,20.0235,9.6084,23.531
18:27:53:9940,4.5899,19.1025,9.6312,21.880
18:27:54:0010,2.9296,18.4511,9.7666,21.081
18:27:54:0120,1.2249,17.4551,9.6468,19.981
18:27:54:0220,-0.4775,16.5016,9.5970,19.095
18:27:54:0360,-1.9032,15.7811,9.5391,18.538
18:27:54:0460,-2.9636,15.2961,9.2730,18.131
18:27:54:0590,-3.1221,15.0723,9.9677,18.338
18:27:54:0620,-3.5955,15.5606,10.4786,19.101
18:27:54:0720,-4.1831,15.8383,10.2742,19.337
18:27:54:0820,-4.6470,16.2664,10.1943,19.751
18:27:54:0910,-5.1989,17.3183,9.9582,20.643
18:27:54:1010,-6.0793,18.5828,9.6380,21.798
18:27:54:1140,-7.2260,19.3789,10.2454,23.081
18:27:54:1210,-7.4632,19.4148,11.8253,23.926
18:27:54:1320,-7.2453,19.0087,13.9279,24.654
18:27:54:1409,-7.3928,18.1616,15.6990,25.119
18:27:54:1610,-7.4711,17.9960,15.7363,25.046
18:27:54:1620,-5.6041,16.5576,16.6998,24.175
18:27:54:1719,-2.7465,17.1629,15.8915,23.551
18:27:54:1830,-0.0500,18.1616,14.1537,23.026
18:27:54:1920,4.2821,20.1700,11.8551,23.785
18:27:54:2010,8.4077,22.6014,10.7319,26.395
18:27:54:2120,11.7071,25.4672,10.2200,29.834
18:27:54:2210,13.2698,27.3516,9.8307,31.951
18:27:54:2380,13.8066,28.5976,11.4247,33.749
18:27:54:2410,14.6390,28.2964,13.8625,34.744
18:27:54:2600,15.3911,25.9441,17.9219,35.088
18:27:54:2620,14.6814,22.7245,19.3641,33.270
18:27:54:2710,13.7792,18.5756,19.7164,30.392
18:27:54:2810,12.6542,15.5081,18.0856,26.976
18:27:54:2940,11.3480,12.3582,14.4574,22.148
18:27:54:3010,10.6746,10.3136,10.8975,18.414
18:27:54:3120,10.0497,8.8912,7.6922,15.467
18:27:54:3220,8.7887,7.7989,5.4192,12.940
18:27:54:3330,7.3933,6.8302,4.6547,11.090
18:27:54:3459,6.0988,5.9434,5.0026,9.877
18:27:54:3610,4.4967,4.6598,6.2433,8.995
18:27:54:3620,3.0877,3.1426,7.1289,8.380
18:27:54:3850,1.1426,0.9911,7.9730,8.115
18:27:54:3850,-0.5665,-0.7621,8.1915,8.246
18:27:54:3910,-2.7288,-2.5376,7.9667,8.795
18:27:54:4020,-4.0291,-3.6566,7.1892,9.016
18:27:54:4140,-5.1295,-4.8923,6.1285,9.370
18:27:54:4210,-5.8243,-6.0013,5.0605,9.775
18:27:54:4320,-6.5334,-6.9092,3.8808,10.271
18:27:54:4410,-7.2972,-7.7621,2.4546,10.933
18:27:54:4600,-7.8396,-8.4973,0.8756,11.594
18:27:54:4620,-8.1837,-8.7749,0.1119,11.999
18:27:54:4720,-8.6877,-8.9009,-0.5214,12.449
18:27:54:4810,-9.7312,-9.1149,-0.9032,13.364
